model,manufactured_year,price,mileage,tax,miles_per_gallon,engine_size,car_age,price_per_engine_size,mileage_per_year,transmission_manual,transmission_semi_auto,fuel_type_hybrid,fuel_type_petrol
 A1,2014,10490,18753,20,60.1,1.4,11,7492.857142857143,1704.8181818181818,0,1,0,1
 A4,2013,7495,87909,125,58.9,2.0,12,3747.5,7325.75,0,1,0,0
 A6,2016,16666,56900,145,56.5,2.0,9,8333.0,6322.222222222223,0,1,0,0
 A1,2017,14440,7620,150,56.5,1.4,8,10314.285714285716,952.5,1,0,0,1
 A3,2019,24425,8424,150,50.4,2.0,6,12212.5,1404.0,0,1,0,0
 Q2,2017,20445,12079,150,54.3,1.4,8,14603.57142857143,1509.875,0,1,0,1
 A5,2017,21945,16669,150,47.9,2.0,8,10972.5,2083.625,0,1,0,1
 A4,2017,25950,32585,240,38.7,3.0,8,8650.0,4073.125,0,1,0,1
 Q3,2016,20950,28454,150,51.4,2.0,9,10475.0,3161.5555555555557,0,1,0,0
 Q5,2020,48850,705,145,34.5,3.0,5,16283.333333333334,141.0,0,1,0,0
 Q3,2019,26990,4105,145,48.7,2.0,6,13495.0,684.1666666666666,0,1,0,0
 Q3,2019,31990,4740,145,32.1,2.0,6,15995.0,790.0,0,1,0,1
 Q3,2019,28445,14385,145,31.7,2.0,6,14222.5,2397.5,0,0,0,1
 Q3,2020,35895,3000,145,47.1,2.0,5,17947.5,600.0,0,0,0,0
 Q7,2020,53900,4000,145,33.2,3.0,5,17966.666666666668,800.0,0,1,0,0
 A4,2020,41900,4200,145,40.9,3.0,5,13966.666666666666,840.0,0,1,0,0
 Q5,2020,48895,1000,145,34.5,3.0,5,16298.333333333334,200.0,0,0,0,0
 A1,2020,23795,1000,145,44.8,1.5,5,15863.333333333334,200.0,0,1,0,1
 Q8,2020,61795,1500,145,32.8,3.0,5,20598.333333333332,300.0,0,1,0,0
 A1,2020,25895,1500,145,44.1,1.0,5,25895.0,300.0,0,0,0,1
 A4,2017,12650,69000,20,70.6,2.0,8,6325.0,8625.0,1,0,0,0
 Q2,2017,19495,31078,145,52.3,1.4,8,13925.0,3884.75,0,1,0,1
 A1,2018,13995,11799,150,47.9,1.0,7,13995.0,1685.5714285714287,1,0,0,1
 Q3,2014,14995,25440,150,45.6,1.4,11,10710.714285714286,2312.7272727272725,0,1,0,1
 Q3,2016,15500,28585,125,56.5,2.0,9,7750.0,3176.1111111111113,1,0,0,0
 Q3,2017,21888,18203,150,53.3,2.0,8,10944.0,2275.375,0,1,0,0
 Q3,2017,21444,10091,150,47.9,1.4,8,15317.142857142859,1261.375,0,1,0,1
 Q3,2017,18444,39913,150,47.9,1.4,8,13174.285714285716,4989.125,0,1,0,1
 A4,2015,15888,30431,125,56.5,2.0,10,7944.0,3043.1,0,1,0,0
 A3,2016,15800,39967,125,57.6,2.0,9,7900.0,4440.777777777777,1,0,0,0
 A6,2015,17950,49363,30,62.8,2.0,10,8975.0,4936.3,1,0,0,0
 Q2,2018,22888,14569,145,52.3,1.4,7,16348.57142857143,2081.285714285714,0,1,0,1
 A4,2019,27000,4000,145,38.7,2.0,6,13500.0,666.6666666666666,0,1,0,1
 A5,2019,29745,3000,145,37.2,2.0,6,14872.5,500.0,1,0,0,1
 Q2,2019,18940,3000,145,49.6,1.6,6,11837.5,500.0,1,0,0,0
 A5,2019,37295,3000,145,45.6,2.0,6,18647.5,500.0,0,0,0,0
 Q7,2019,42800,4000,145,33.6,3.0,6,14266.666666666666,666.6666666666666,0,0,0,0
 Q2,2019,28000,4000,145,33.2,2.0,6,14000.0,666.6666666666666,0,0,0,1
 Q5,2019,34450,2812,145,38.2,2.0,6,17225.0,468.6666666666667,0,1,0,0
 Q3,2017,18244,21916,125,51.4,1.4,8,13031.428571428572,2739.5,1,0,0,1
 A1,2017,14380,9362,150,57.6,1.4,8,10271.428571428572,1170.25,0,1,0,1
 A3,2017,15990,21675,20,60.1,1.4,8,11421.428571428572,2709.375,1,0,0,1
 A4,2016,17888,11150,30,55.4,2.0,9,8944.0,1238.888888888889,0,1,0,1
 Q2,2019,24991,3708,150,43.5,1.5,6,16660.666666666668,618.0,1,0,0,1
 A3,2015,11995,42000,30,57.6,1.4,10,8567.857142857143,4200.0,1,0,0,1
 Q3,2014,14495,30000,145,45.6,1.4,11,10353.57142857143,2727.2727272727275,0,1,0,1
 Q5,2016,22995,28000,200,47.1,2.0,9,11497.5,3111.1111111111113,0,0,0,0
 A3,2015,14995,24000,20,60.1,1.4,10,10710.714285714286,2400.0,1,0,0,1
 A3,2014,10895,33000,20,72.4,1.6,11,6809.375,3000.0,0,1,0,0
 A5,2016,16490,38000,165,52.3,2.0,9,8245.0,4222.222222222223,0,1,0,0
 RS3,2015,26995,60457,300,34.9,2.5,10,10798.0,6045.7,0,1,0,1
 A8,2017,24780,36354,200,47.1,3.0,8,8260.0,4544.25,0,1,0,0
 Q3,2017,19460,18254,145,47.9,1.4,8,13900.0,2281.75,0,1,0,1
 Q2,2019,23444,6780,145,42.2,1.5,6,15629.333333333334,1130.0,0,1,0,1
 A3,2019,19990,6989,145,44.8,1.5,6,13326.666666666666,1164.8333333333333,1,0,0,1
 A6,2017,19888,21178,150,61.4,2.0,8,9944.0,2647.25,1,0,0,0
 A1,2016,13888,26000,30,56.5,1.4,9,9920.0,2888.8888888888887,0,1,0,1
 A1,2017,13766,6829,150,56.5,1.4,8,9832.857142857143,853.625,1,0,0,1
 RS5,2018,47895,9641,145,32.5,2.9,7,16515.51724137931,1377.2857142857142,0,1,0,1
 TT,2017,27495,11000,145,40.9,2.0,8,13747.5,1375.0,0,1,0,1
 A3,2016,16895,12512,20,60.1,1.4,9,12067.857142857143,1390.2222222222222,1,0,0,1
 Q5,2016,22495,17550,200,47.1,2.0,9,11247.5,1950.0,0,1,0,0
 Q5,2016,20888,41581,205,47.1,2.0,9,10444.0,4620.111111111111,0,1,0,0
 Q7,2018,62790,25062,150,37.2,4.0,7,15697.5,3580.285714285714,0,1,0,0
 A6,2019,30444,6498,145,50.4,2.0,6,15222.0,1083.0,0,0,0,0
 Q5,2020,36888,4186,145,32.1,2.0,5,18444.0,837.2,0,1,0,1
 Q5,2020,53990,4394,145,34.5,3.0,5,17996.666666666668,878.8,0,0,0,0
 Q3,2016,18888,35496,150,47.9,1.4,9,13491.428571428572,3944.0,0,1,0,1
 Q2,2017,17888,48201,150,54.3,1.4,8,12777.142857142859,6025.125,0,1,0,1
 Q7,2019,45450,14687,145,32.8,3.0,6,15150.0,2447.8333333333335,0,1,0,0
 A6,2017,20450,29530,30,61.4,2.0,8,10225.0,3691.25,0,1,0,0
 A1,2017,13195,28502,30,56.5,1.4,8,9425.0,3562.75,1,0,0,1
 Q5,2019,36900,6000,145,32.1,2.0,6,18450.0,1000.0,0,1,0,1
 A3,2017,12970,20661,20,62.8,1.0,8,12970.0,2582.625,1,0,0,1
 A3,2019,23788,14721,145,41.5,1.5,6,15858.666666666666,2453.5,0,1,0,1
 Q3,2019,29990,7805,145,31.7,2.0,6,14995.0,1300.8333333333333,0,1,0,1
 Q8,2020,73495,1500,150,32.8,3.0,5,24498.333333333332,300.0,0,1,0,0
 Q3,2016,21795,8325,150,47.9,1.4,9,15567.857142857143,925.0,0,1,0,1
 A5,2014,13495,31650,150,49.6,1.8,11,7497.222222222222,2877.2727272727275,1,0,0,1
 A3,2019,23690,7594,150,42.2,1.5,6,15793.333333333334,1265.6666666666667,0,1,0,1
 Q5,2019,33790,5799,150,38.2,2.0,6,16895.0,966.5,0,1,0,0
 A4,2017,19495,14417,0,74.3,2.0,8,9747.5,1802.125,1,0,0,0
 A3,2017,15495,12033,20,60.1,1.0,8,15495.0,1504.125,1,0,0,1
 Q2,2017,19895,16000,145,50.4,1.4,8,14210.714285714286,2000.0,1,0,0,1
 Q7,2017,51895,15955,145,39.2,4.0,8,12973.75,1994.375,0,1,0,0
 A4,2019,24895,3679,145,38.7,2.0,6,12447.5,613.1666666666666,0,1,0,1
 A4,2018,28950,11986,145,36.7,3.0,7,9650.0,1712.2857142857142,0,1,0,1
 A5,2019,26990,3481,145,39.8,2.0,6,13495.0,580.1666666666666,0,1,0,1
 A3,2020,26990,3000,145,44.1,1.5,5,17993.333333333332,600.0,0,1,0,1
 A5,2020,26990,3000,145,39.8,2.0,5,13495.0,600.0,0,1,0,1
 A5,2020,31246,3000,145,40.4,2.0,5,15623.0,600.0,0,1,0,1
 A1,2017,19250,16307,235,39.8,2.0,8,9625.0,2038.375,1,0,0,1
 Q5,2019,36681,6671,145,38.2,2.0,6,18340.5,1111.8333333333333,0,1,0,0
 Q3,2017,20000,24498,145,55.4,2.0,8,10000.0,3062.25,0,1,0,0
 A6,2018,30990,30569,145,50.4,3.0,7,10330.0,4367.0,0,1,0,0
 A3,2017,15750,23525,20,60.1,1.4,8,11250.0,2940.625,1,0,0,1
 Q2,2019,26295,9100,145,46.3,2.0,6,13147.5,1516.6666666666667,0,0,0,0
 Q3,2019,34495,4500,145,45.6,2.0,6,17247.5,750.0,0,0,0,0
 Q5,2019,35495,2500,145,38.2,2.0,6,17747.5,416.6666666666667,0,1,0,0
 A3,2019,23900,6000,145,52.3,1.6,6,14937.5,1000.0,0,1,0,0
 Q2,2019,27895,6000,145,33.2,2.0,6,13947.5,1000.0,0,1,0,1
 Q7,2017,35950,22668,145,47.9,3.0,8,11983.333333333334,2833.5,0,1,0,0
 A5,2019,26896,8445,145,39.8,2.0,6,13448.0,1407.5,0,1,0,1
 Q3,2016,19990,29241,200,42.2,2.0,9,9995.0,3249.0,0,1,0,1
 A3,2019,25990,6134,145,51.4,2.0,6,12995.0,1022.3333333333334,0,1,0,0
 Q2,2019,23888,5257,145,46.3,1.6,6,14930.0,876.1666666666666,0,1,0,0
 A3,2019,21444,4520,145,51.4,1.6,6,13402.5,753.3333333333334,1,0,0,0
 Q7,2019,42888,2249,145,33.6,3.0,6,14296.0,374.8333333333333,0,1,0,0
 A3,2019,23980,4894,145,50.4,2.0,6,11990.0,815.6666666666666,0,1,0,0
 A3,2020,21946,3000,145,51.4,1.6,5,13716.25,600.0,1,0,0,0
 Q3,2020,26945,3000,145,39.8,1.5,5,17963.333333333332,600.0,1,0,0,1
 Q3,2018,21446,11500,145,49.6,1.4,7,15318.57142857143,1642.857142857143,1,0,0,1
 Q2,2019,20746,100,145,49.6,1.6,6,12966.25,16.666666666666668,1,0,0,0
 Q2,2019,19946,100,145,49.6,1.6,6,12466.25,16.666666666666668,1,0,0,0
 Q7,2017,33946,27000,145,47.9,3.0,8,11315.333333333334,3375.0,0,0,0,0
 Q3,2019,39945,1000,145,31.4,2.0,6,19972.5,166.66666666666666,0,0,0,1
 A3,2019,22990,6128,145,55.4,2.0,6,11495.0,1021.3333333333334,1,0,0,0
 A3,2019,21990,4100,145,52.3,1.6,6,13743.75,683.3333333333334,0,0,0,0
 Q2,2019,19560,7052,145,42.8,1.5,6,13040.0,1175.3333333333333,1,0,0,1
 A5,2019,27761,1626,145,51.4,2.0,6,13880.5,271.0,0,1,0,0
 Q3,2017,19250,28368,145,56.5,2.0,8,9625.0,3546.0,1,0,0,0
 Q3,2017,25444,10255,145,40.4,2.0,8,12722.0,1281.875,0,1,0,1
 TT,2016,17750,38812,160,43.5,2.0,9,8875.0,4312.444444444444,0,1,0,1
 Q3,2019,25444,8445,145,42.8,2.0,6,12722.0,1407.5,1,0,0,0
 A3,2019,22990,5310,145,43.5,1.5,6,15326.666666666666,885.0,0,0,0,1
 A1,2020,22990,3311,145,44.8,1.5,5,15326.666666666666,662.2,0,1,0,1
 A1,2020,19250,2004,145,48.7,1.0,5,19250.0,400.8,1,0,0,1
 A3,2016,15990,21577,20,68.9,1.6,9,9993.75,2397.4444444444443,1,0,0,0
 A6,2018,17650,15957,145,65.7,2.0,7,8825.0,2279.5714285714284,1,0,0,0
 Q7,2017,45690,36537,300,39.2,4.0,8,11422.5,4567.125,0,0,0,0
 A3,2019,24444,3140,145,51.4,2.0,6,12222.0,523.3333333333334,0,1,0,0
 A3,2019,23237,3188,145,42.2,1.5,6,15491.333333333334,531.3333333333334,0,1,0,1
 A3,2017,19500,7251,30,60.1,1.4,8,13928.57142857143,906.375,1,0,0,1
 A4,2019,26999,6129,145,44.8,2.0,6,13499.5,1021.5,0,1,0,0
 A4,2017,20000,11966,145,51.4,1.4,8,14285.714285714286,1495.75,1,0,0,1
 A4,2015,13375,34343,20,67.3,2.0,10,6687.5,3434.3,1,0,0,0
 A3,2017,12525,52286,145,56.5,1.5,8,8350.0,6535.75,1,0,0,1
 TT,2017,25750,33249,235,38.7,2.0,8,12875.0,4156.125,1,0,0,1
 A5,2018,24825,26693,145,50.4,2.0,7,12412.5,3813.285714285714,0,1,0,1
 A3,2017,17250,41293,20,65.7,2.0,8,8625.0,5161.625,1,0,0,0
 A5,2019,31425,2500,145,37.7,2.0,6,15712.5,416.6666666666667,0,0,0,1
 Q2,2020,24888,1500,145,45.6,1.0,5,24888.0,300.0,1,0,0,1
 Q3,2019,26888,7419,145,40.9,2.0,6,13444.0,1236.5,1,0,0,0
 Q2,2019,22888,1366,145,43.5,1.5,6,15258.666666666666,227.66666666666666,1,0,0,1
 A3,2019,22990,4576,145,43.5,1.5,6,15326.666666666666,762.6666666666666,0,1,0,1
 Q2,2019,27000,7481,145,46.3,2.0,6,13500.0,1246.8333333333333,0,1,0,0
 A5,2016,16990,17230,145,54.3,2.0,9,8495.0,1914.4444444444443,1,0,0,0
 A1,2018,16990,14682,145,56.5,1.4,7,12135.714285714286,2097.4285714285716,0,1,0,1
 A3,2016,12875,45258,20,60.1,1.4,9,9196.428571428572,5028.666666666667,1,0,0,1
 A4,2017,17600,25974,145,51.4,1.4,8,12571.428571428572,3246.75,1,0,0,1
 A6,2018,24475,22929,145,61.4,2.0,7,12237.5,3275.5714285714284,0,1,0,0
 A5,2018,24675,28041,145,50.4,2.0,7,12337.5,4005.8571428571427,0,1,0,1
 A4,2017,17175,37424,20,68.9,2.0,8,8587.5,4678.0,1,0,0,0
 A6,2017,17875,41672,20,64.2,2.0,8,8937.5,5209.0,0,1,0,0
 A4,2018,20800,25208,145,48.7,1.4,7,14857.142857142859,3601.1428571428573,1,0,0,1
 A3,2017,15950,23581,145,50.4,2.0,8,7975.0,2947.625,1,0,0,1
 A4,2017,16200,28692,125,50.4,2.0,8,8100.0,3586.5,1,0,0,1
 A5,2018,23950,27601,145,48.7,2.0,7,11975.0,3943.0,1,0,0,1
 A4,2018,22400,27953,145,57.6,2.0,7,11200.0,3993.285714285714,0,1,0,0
 A5,2018,24475,34733,145,50.4,2.0,7,12237.5,4961.857142857143,0,1,0,1
 TT,2017,20700,24247,160,44.8,2.0,8,10350.0,3030.875,0,1,0,1
 A3,2017,25650,14883,145,43.5,2.0,8,12825.0,1860.375,0,0,0,1
 A4,2017,16725,75882,145,53.3,3.0,8,5575.0,9485.25,0,1,0,0
 A5,2017,20500,21253,30,55.4,2.0,8,10250.0,2656.625,0,1,0,1
 Q3,2018,27525,15892,145,40.4,2.0,7,13762.5,2270.285714285714,0,1,0,1
 A5,2017,19175,34251,30,64.2,2.0,8,9587.5,4281.375,1,0,0,0
 TT,2017,20275,29163,160,43.5,2.0,8,10137.5,3645.375,0,1,0,1
 A5,2019,27450,2500,145,40.4,2.0,6,13725.0,416.6666666666667,0,0,0,1
 A6,2019,26450,5950,145,50.4,2.0,6,13225.0,991.6666666666666,0,0,0,0
 Q3,2017,21946,17266,145,47.9,1.4,8,15675.714285714286,2158.25,0,1,0,1
 Q5,2019,35490,6255,145,32.1,2.0,6,17745.0,1042.5,0,1,0,1
 A1,2019,23946,500,145,44.1,1.0,6,23946.0,83.33333333333333,0,0,0,1
 A5,2019,36990,2500,145,38.7,2.0,6,18495.0,416.6666666666667,0,0,0,1
 A1,2020,21746,3000,145,44.8,1.0,5,21746.0,600.0,0,1,0,1
 TT,2019,31946,5500,145,34.0,2.0,6,15973.0,916.6666666666666,0,1,0,1
 A3,2019,22690,1348,150,42.2,1.5,6,15126.666666666666,224.66666666666666,0,1,0,1
 A6,2020,34746,2500,150,50.4,2.0,5,17373.0,500.0,0,1,0,0
 A4,2018,30450,11775,145,37.7,3.0,7,10150.0,1682.142857142857,0,0,0,1
 A5,2017,18400,34425,145,70.6,2.0,8,9200.0,4303.125,0,1,0,0
 A4,2017,16725,24285,145,52.3,1.4,8,11946.428571428572,3035.625,1,0,0,1
 A3,2017,19425,24994,30,57.6,1.4,8,13875.0,3124.25,0,1,0,1
 A4,2017,18925,22164,20,68.9,2.0,8,9462.5,2770.5,1,0,0,0
 A4,2018,19900,17269,145,51.4,1.4,7,14214.285714285716,2467.0,1,0,0,1
 A5,2016,16600,35359,145,53.3,2.0,9,8300.0,3928.777777777778,1,0,0,0
 A4,2017,19025,11754,145,51.4,1.4,8,13589.285714285716,1469.25,0,0,0,1
 A3,2016,13700,40264,125,52.3,1.4,9,9785.714285714286,4473.777777777777,1,0,0,1
 A1,2017,14995,9500,145,55.4,1.4,8,10710.714285714286,1187.5,1,0,0,1
 A3,2019,21690,8852,150,42.2,1.5,6,14460.0,1475.3333333333333,0,1,0,1
 A3,2017,14975,27073,20,60.1,1.4,8,10696.428571428572,3384.125,1,0,0,1
 TT,2017,21000,25144,200,42.8,2.0,8,10500.0,3143.0,0,1,0,1
 A4,2017,20725,54653,145,56.5,2.0,8,10362.5,6831.625,0,1,0,0
 A6,2018,27850,38625,145,54.3,3.0,7,9283.333333333334,5517.857142857143,0,1,0,0
 A3,2017,12575,36792,20,61.4,1.4,8,8982.142857142857,4599.0,1,0,0,1
 A4,2017,17850,28630,20,68.9,2.0,8,8925.0,3578.75,1,0,0,0
 A6,2017,28450,34907,235,43.5,3.0,8,9483.333333333334,4363.375,0,1,0,0
 A6,2017,15525,39234,30,65.7,2.0,8,7762.5,4904.25,1,0,0,0
 A3,2019,23490,12927,145,42.2,1.5,6,15660.0,2154.5,0,1,0,1
 Q3,2019,29890,15039,145,31.7,2.0,6,14945.0,2506.5,0,1,0,1
 Q8,2019,58450,7000,145,33.6,3.0,6,19483.333333333332,1166.6666666666667,0,0,0,0
 A5,2019,31245,2500,145,37.7,2.0,6,15622.5,416.6666666666667,0,0,0,1
 A6,2019,26746,3000,145,47.9,2.0,6,13373.0,500.0,0,0,0,0
 Q2,2019,19450,1000,145,49.6,1.6,6,12156.25,166.66666666666666,1,0,0,0
 A5,2017,23125,24140,145,61.4,2.0,8,11562.5,3017.5,0,1,0,0
 A5,2017,20750,41748,145,65.7,2.0,8,10375.0,5218.5,0,1,0,0
 A6,2017,18950,36627,145,64.2,2.0,8,9475.0,4578.375,0,1,0,0
 A6,2018,26125,31945,145,54.3,2.0,7,13062.5,4563.571428571428,0,1,0,0
 A4,2017,16000,26048,145,72.4,2.0,8,8000.0,3256.0,0,1,0,0
 A7,2017,21150,34132,30,62.8,3.0,8,7050.0,4266.5,0,1,0,0
 A3,2017,12975,31585,145,60.1,1.0,8,12975.0,3948.125,1,0,0,1
 Q7,2017,33075,47380,200,47.9,3.0,8,11025.0,5922.5,0,1,0,0
 A3,2016,12000,29954,20,60.1,1.0,9,12000.0,3328.222222222222,1,0,0,1
 A3,2017,17800,38555,20,70.6,1.6,8,11125.0,4819.375,1,0,0,0
 A5,2014,13350,52140,145,56.5,2.0,11,6675.0,4740.0,0,1,0,0
 Q3,2013,13025,46022,200,47.9,2.0,12,6512.5,3835.1666666666665,0,1,0,0
 TT,2016,15400,33833,30,62.8,2.0,9,7700.0,3759.222222222222,1,0,0,0
 A3,2017,24075,16048,145,43.5,2.0,8,12037.5,2006.0,0,1,0,1
 A4,2016,16025,33833,30,64.2,2.0,9,8012.5,3759.222222222222,1,0,0,0
 Q3,2017,25300,21212,145,40.4,2.0,8,12650.0,2651.5,0,1,0,1
 A5,2017,19225,45029,30,65.7,2.0,8,9612.5,5628.625,0,1,0,0
 Q3,2016,19700,27969,160,50.4,2.0,9,9850.0,3107.6666666666665,0,1,0,0
 Q3,2016,17325,39551,145,52.3,2.0,9,8662.5,4394.555555555556,1,0,0,0
 A4,2018,16300,46415,145,51.4,1.4,7,11642.857142857143,6630.714285714285,0,1,0,1
 A1,2017,11225,29372,0,67.3,1.0,8,11225.0,3671.5,1,0,0,1
 A5,2018,21000,24111,145,67.3,2.0,7,10500.0,3444.4285714285716,1,0,0,0
 A4,2017,18450,36044,30,64.2,3.0,8,6150.0,4505.5,0,1,0,0
 A4,2017,20250,11368,145,51.4,1.4,8,14464.285714285716,1421.0,1,0,0,1
 A3,2016,14175,61191,20,68.9,1.6,9,8859.375,6799.0,1,0,0,0
 A3,2017,19325,8014,30,56.5,1.4,8,13803.57142857143,1001.75,1,0,0,1
 A3,2017,16625,53222,30,61.4,2.0,8,8312.5,6652.75,0,1,0,0
 A4,2018,20175,16217,145,51.4,1.4,7,14410.714285714286,2316.714285714286,1,0,0,1
 Q3,2017,22075,28619,145,53.3,2.0,8,11037.5,3577.375,0,1,0,0
 Q3,2015,15997,13862,145,53.3,2.0,10,7998.5,1386.2,0,0,0,0
 Q3,2016,16495,38541,145,49.6,1.4,9,11782.142857142859,4282.333333333333,1,0,0,1
 A3,2018,19999,10697,145,54.3,1.5,7,13332.666666666666,1528.142857142857,1,0,0,1
 A4,2017,16150,26970,145,52.3,1.4,8,11535.714285714286,3371.25,1,0,0,1
 A3,2017,15700,26598,30,58.9,1.4,8,11214.285714285716,3324.75,0,1,0,1
 A6,2018,22875,25126,145,61.4,2.0,7,11437.5,3589.4285714285716,0,1,0,0
 A5,2017,18350,24817,125,50.4,2.0,8,9175.0,3102.125,1,0,0,1
 A3,2017,17875,49524,30,56.5,1.4,8,12767.857142857143,6190.5,0,1,0,1
 A5,2018,22225,37377,145,62.8,2.0,7,11112.5,5339.571428571428,0,1,0,0
 A4,2017,19700,24256,145,50.4,2.0,8,9850.0,3032.0,0,1,0,1
 A4,2017,17575,49095,30,67.3,2.0,8,8787.5,6136.875,1,0,0,0
 Q3,2018,26800,16523,145,40.4,2.0,7,13400.0,2360.4285714285716,0,1,0,1
 Q3,2016,16995,29985,145,51.4,2.0,9,8497.5,3331.6666666666665,0,0,0,0
 A1,2013,8399,23954,125,53.3,1.4,12,5999.285714285715,1996.1666666666667,1,0,0,1
 A4,2017,18050,26592,20,68.9,2.0,8,9025.0,3324.0,1,0,0,0
 A5,2018,22500,23251,145,64.2,2.0,7,11250.0,3321.5714285714284,1,0,0,0
 A5,2017,15175,35253,20,67.3,2.0,8,7587.5,4406.625,1,0,0,0
 A5,2018,24300,25120,145,47.1,2.0,7,12150.0,3588.5714285714284,1,0,0,1
 A5,2018,21250,27427,145,67.3,2.0,7,10625.0,3918.1428571428573,1,0,0,0
 A4,2014,10495,54713,125,58.9,2.0,11,5247.5,4973.909090909091,0,1,0,0
 Q5,2014,21995,49875,260,41.5,3.0,11,7331.666666666667,4534.090909090909,0,1,0,0
 Q5,2016,21350,25257,200,47.1,2.0,9,10675.0,2806.3333333333335,0,1,0,0
 A5,2016,15375,32962,125,60.1,2.0,9,7687.5,3662.4444444444443,1,0,0,0
 Q2,2017,16000,57332,30,61.4,1.6,8,10000.0,7166.5,1,0,0,0
 A4,2017,15950,41830,20,70.6,2.0,8,7975.0,5228.75,1,0,0,0
 A4,2018,19575,7919,145,52.3,1.4,7,13982.142857142859,1131.2857142857142,1,0,0,1
 Q3,2018,27175,22625,145,40.4,2.0,7,13587.5,3232.1428571428573,0,1,0,1
 Q7,2018,33075,37923,145,48.7,3.0,7,11025.0,5417.571428571428,0,1,0,0
 A3,2016,10275,69037,20,68.9,2.0,9,5137.5,7670.777777777777,1,0,0,0
 A4,2018,18750,16001,145,52.3,1.4,7,13392.857142857143,2285.8571428571427,1,0,0,1
 A5,2018,22400,22936,145,52.3,1.4,7,16000.000000000002,3276.5714285714284,0,1,0,1
 A5,2018,31050,17671,145,36.7,3.0,7,10350.0,2524.4285714285716,0,1,0,1
 TT,2016,17350,7908,145,47.1,1.8,9,9638.888888888889,878.6666666666666,1,0,0,1
 A4,2017,22950,30195,145,54.3,3.0,8,7650.0,3774.375,0,0,0,0
 A1,2013,8995,39761,125,53.3,1.4,12,6425.0,3313.4166666666665,1,0,0,1
 Q2,2018,19760,9899,145,50.4,1.4,7,14114.285714285716,1414.142857142857,1,0,0,1
 A1,2017,11499,25423,0,67.3,1.0,8,11499.0,3177.875,1,0,0,1
 A3,2017,22991,25624,145,44.1,2.0,8,11495.5,3203.0,0,1,0,1
 A6,2017,35991,25284,325,29.4,4.0,8,8997.75,3160.5,0,1,0,1
 A1,2016,12495,11180,30,55.4,1.4,9,8925.0,1242.2222222222222,1,0,0,1
 A1,2018,13199,27264,145,64.2,1.0,7,13199.0,3894.8571428571427,0,0,0,1
 A4,2018,24000,26618,150,57.6,2.0,7,12000.0,3802.5714285714284,0,1,0,0
 A3,2017,23575,45380,145,43.5,2.0,8,11787.5,5672.5,0,1,0,1
 A5,2019,24975,17912,145,40.4,2.0,6,12487.5,2985.3333333333335,0,1,0,1
 A3,2017,13350,47900,20,60.1,1.4,8,9535.714285714286,5987.5,1,0,0,1
 A3,2017,18050,33268,30,56.5,1.4,8,12892.857142857143,4158.5,0,1,0,1
 Q7,2016,32750,41638,200,47.9,3.0,9,10916.666666666666,4626.444444444444,0,1,0,0
 A3,2016,12400,36149,0,74.3,1.6,9,7750.0,4016.5555555555557,1,0,0,0
 A5,2018,25775,28210,145,50.4,2.0,7,12887.5,4030.0,0,1,0,1
 A4,2018,17300,24140,145,52.3,1.4,7,12357.142857142859,3448.5714285714284,1,0,0,1
 A3,2017,20990,28000,145,56.5,2.0,8,10495.0,3500.0,0,1,0,0
 TT,2020,33888,905,145,34.9,2.0,5,16944.0,181.0,1,0,0,1
 Q5,2017,26500,14500,150,40.9,2.0,8,13250.0,1812.5,0,1,0,1
 A8,2018,34500,12640,150,50.4,3.0,7,11500.0,1805.7142857142858,0,1,0,0
 A1,2015,13450,42214,30,58.9,1.4,10,9607.142857142857,4221.4,0,1,0,1
 A4,2018,17300,14017,150,51.4,1.4,7,12357.142857142859,2002.4285714285713,1,0,0,1
 A1,2018,14750,11066,150,57.7,1.4,7,10535.714285714286,1580.857142857143,1,0,0,1
 A4,2018,27850,8874,150,36.7,3.0,7,9283.333333333334,1267.7142857142858,0,1,0,1
 A3,2016,15399,22501,30,57.6,1.4,9,10999.285714285716,2500.1111111111113,1,0,0,1
 A6,2019,34000,2000,145,39.2,3.0,6,11333.333333333334,333.3333333333333,0,1,0,0
 A5,2017,22500,35772,145,60.1,3.0,8,7500.0,4471.5,0,1,0,0
 A4,2017,13550,35412,125,53.3,1.4,8,9678.57142857143,4426.5,1,0,0,1
 A5,2018,21600,23171,145,67.3,2.0,7,10800.0,3310.1428571428573,1,0,0,0
 A3,2017,13700,32618,20,67.3,2.0,8,6850.0,4077.25,1,0,0,0
 A3,2017,13875,26709,20,70.6,1.6,8,8671.875,3338.625,1,0,0,0
 A7,2017,25400,24592,145,52.3,3.0,8,8466.666666666666,3074.0,0,1,0,0
 Q2,2017,19300,20814,145,54.3,1.4,8,13785.714285714286,2601.75,0,1,0,1
 A1,2019,22990,2405,145,44.1,1.0,6,22990.0,400.8333333333333,0,0,0,1
 A1,2020,18500,2500,145,48.7,1.0,5,18500.0,500.0,1,0,0,1
 Q3,2020,30990,476,150,40.4,1.5,5,20660.0,95.2,0,1,0,1
 A3,2020,29990,8215,145,34.5,2.0,5,14995.0,1643.0,0,1,0,1
 Q3,2018,23000,15412,150,47.9,1.4,7,16428.57142857143,2201.714285714286,0,1,0,1
 A5,2017,20500,7431,150,68.9,2.0,8,10250.0,928.875,1,0,0,0
 Q5,2015,22750,27390,240,37.7,2.0,10,11375.0,2739.0,0,1,0,1
